     south (in),      east (in),      az  (deg),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     leftmost  ,     rightmost ,     south1    ,     east1     ,     az1       ,     south2    ,          east2,     az2       ,     south     ,     east      ,     az        ,     az-off-rad,     range (in)
             90,             20,     -24.286710,      96.000000,     179.000000,     232.000000,     154.000000,     194.000000,     299.000000,      94.000000,       8.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.158249,       0.047341,       0.272333,       0.084577,      -0.055454,       0.178455,      92.548423,      68.693306,             MU,             ML,       0.084577,       0.333639,      -0.064740,      -0.272333,       0.209108,      -0.168537,      83.939268,      37.717662,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,      88.440404,      22.626834,      -0.453224,      92.729282,      17.183334,      -0.389479,      90.584843,      19.905084,      -0.421351,      -0.060035,     115.689404
             90,             30,     -28.655554,      97.000000,     173.000000,     227.000000,     153.000000,     186.000000,     285.000000,      95.000000,      11.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.155817,       0.032404,       0.260731,       0.082100,      -0.061706,       0.171416,      97.551041,      68.887500,             MU,             ML,       0.064740,       0.302144,      -0.062257,      -0.265381,       0.183442,      -0.163819,      85.937822,      37.794472,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,      88.907640,      31.287044,      -0.515768,      91.641929,      28.904316,      -0.484554,      90.274784,      30.095680,      -0.500161,      -0.067216,     119.942628
             90,             30,     -15.945396,       1.000000,      83.000000,     229.000000,     155.000000,      96.000000,     192.000000,      95.000000,      15.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.377456,      -0.189691,       0.265381,       0.087052,      -0.283574,       0.176216,      97.551041,      69.370242,             MU,             ML,      -0.158249,       0.079623,      -0.062257,      -0.256069,      -0.039313,      -0.159163,      90.234713,      37.515439,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,      88.886449,      31.533121,      -0.295939,      90.541038,      30.140430,      -0.277361,      89.713744,      30.836775,      -0.286650,      -0.044682,     109.159859
             90,             40,     -32.688869,      99.000000,     167.000000,     222.000000,     151.000000,     179.000000,     270.000000,      96.000000,      15.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.150946,       0.017453,       0.249056,       0.077145,      -0.066747,       0.163101,     101.672916,      68.731535,             MU,             ML,       0.047341,       0.267701,      -0.059773,      -0.256069,       0.157521,      -0.157921,      89.120704,      37.807789,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,      87.036089,      42.301453,      -0.602725,      91.385834,      39.800490,      -0.563016,      89.210962,      41.050971,      -0.582870,      -0.073295,     124.670455
             90,             40,     -20.854458,      10.000000,      83.000000,     224.000000,     153.000000,      96.000000,     185.000000,      96.000000,      18.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.357915,      -0.189691,       0.253734,       0.082100,      -0.273803,       0.167917,     101.672916,      69.234950,             MU,             ML,      -0.158249,       0.062257,      -0.059773,      -0.249056,      -0.047996,      -0.154414,      92.548423,      37.594518,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,      85.445324,      42.749036,      -0.407696,      92.370300,      38.754013,      -0.344181,      88.907812,      40.751524,      -0.375938,      -0.056027,     111.613261
             90,             50,     -36.388447,     101.000000,     162.000000,     217.000000,     149.000000,     173.000000,     256.000000,      97.000000,      19.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.146069,       0.004987,       0.237312,       0.072186,      -0.070541,       0.154749,     106.158486,      68.560291,             MU,             ML,       0.032404,       0.234955,      -0.057288,      -0.246713,       0.133679,      -0.152000,      92.548423,      37.823274,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,      85.165621,      52.112303,      -0.675127,      91.101515,      49.910035,      -0.629288,      88.133568,      51.011169,      -0.652208,      -0.077031,     129.544233
             90,             50,     -25.463345,      20.000000,      85.000000,     219.000000,     151.000000,      96.000000,     178.000000,      97.000000,      22.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.335864,      -0.184877,       0.242018,       0.077145,      -0.260370,       0.159581,     106.158486,      69.086198,             MU,             ML,      -0.158249,       0.044853,      -0.057288,      -0.239666,      -0.056698,      -0.148477,      96.250360,      37.603100,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,      85.310656,      52.139715,      -0.484633,      89.453727,      50.663272,      -0.452819,      87.382191,      51.401494,      -0.468726,      -0.066436,     114.561017
             90,             60,     -39.766905,     104.000000,     158.000000,     212.000000,     148.000000,     168.000000,     243.000000,      99.000000,      24.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.138739,      -0.004987,       0.225500,       0.069705,      -0.071863,       0.147602,     112.793391,      68.770550,             MU,             ML,       0.019945,       0.204079,      -0.052316,      -0.234955,       0.112012,      -0.143635,      96.250360,      38.079200,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,      80.847729,      62.219624,      -0.759914,      88.681739,      60.888424,      -0.707904,      84.764734,      61.554024,      -0.733909,      -0.081332,     133.649777
             90,             60,     -29.744881,      29.000000,      87.000000,     213.000000,     149.000000,      98.000000,     171.000000,      98.000000,      26.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.315722,      -0.180054,       0.227868,       0.072186,      -0.247888,       0.150027,     112.793391,      69.050136,             MU,             ML,      -0.153383,       0.027422,      -0.054802,      -0.230233,      -0.062980,      -0.142517,     100.260792,      37.613568,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,      86.149749,      61.325797,      -0.547419,      99.512850,      57.500490,      -0.456274,      92.831299,      59.413143,      -0.501846,      -0.065725,     123.115843
             90,             60,     -17.258278,      96.000000,     190.000000,     237.000000,     157.000000,       3.000000,      83.000000,      97.000000,      24.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.158249,       0.074666,       0.283861,       0.091999,      -0.041792,       0.187930,      90.234713,      69.160302,             MU,             MR,      -0.373139,      -0.189691,      -0.057288,      -0.234955,      -0.281415,      -0.146121,      98.887356,      37.446740,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              1,              5,      89.272508,      61.011182,      -0.312389,      91.979019,      58.836792,      -0.283128,      90.625763,      59.923987,      -0.297759,      -0.045884,     110.525621
            100,            -60,      15.836103,     131.000000,     217.000000,     226.000000,     154.000000,     230.000000,     305.000000,      99.000000,      32.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.072186,       0.141184,       0.258402,       0.084577,       0.034499,       0.171489,     100.260792,      69.364186,             MU,             ML,       0.172804,       0.346933,      -0.052316,      -0.216004,       0.259869,      -0.134160,     107.742941,      37.457851,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,     103.894076,     -56.675728,       0.237148,      97.184955,     -62.914939,       0.309778,     100.539516,     -59.795334,       0.273463,       0.038367,     120.000556
            100,            -60,      27.552812,      46.000000,     135.000000,     230.000000,     154.000000,     227.000000,     284.000000,     207.000000,     147.000000,     147.000000,     217.000000,     100.000000,      34.000000,             -1,             -1,             -1,             -1,      -0.276953,      -0.062257,       0.267701,       0.084577,      -0.169605,       0.176139,      94.983908,      68.905551,             MU,             ML,       0.165536,       0.299870,       0.213624,       0.067223,       0.232703,       0.140424,     120.312950,      69.006709,             MU,             MR,      -0.032404,       0.141184,      -0.049829,      -0.211242,       0.054390,      -0.130535,     109.375409,      37.641020,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              5,     101.173812,     -59.680698,       0.474976,      97.958093,     -61.748470,       0.501452,      99.565953,     -60.714584,       0.488214,       0.060267,     129.659625
            100,            -60,      37.228517,     159.000000,     213.000000,     206.000000,     146.000000,      78.000000,     149.000000,     100.000000,      32.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.002493,       0.131394,       0.211242,       0.064740,       0.064450,       0.137991,     120.312950,      68.708283,             MU,             MR,      -0.201687,      -0.027422,      -0.049829,      -0.216004,      -0.114554,      -0.132917,     106.158486,      37.806096,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              1,              5,     104.871001,     -58.673027,       0.620418,      93.902907,     -62.387004,       0.694173,      99.386954,     -60.530015,       0.657296,       0.068942,     144.265540
            100,            -50,      11.127774,     125.000000,     216.000000,     228.000000,     155.000000,     229.000000,     311.000000,      98.000000,      29.000000,             -1,             -1,             -1,             -1,             -1,             -1,             -1,             -1,      -0.087052,       0.138739,       0.263057,       0.087052,       0.025843,       0.175054,      98.887356,      69.489693,             MU,             ML,       0.170383,       0.360101,      -0.054802,      -0.223130,       0.265242,      -0.138966,     104.619957,      37.367067,             BT,             BT,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,             UN,             UN,              0,              1,     101.191068,     -49.217569,       0.183965,      98.712788,     -52.317668,       0.217373,      99.951928,     -50.767619,       0.200669,       0.029137,     117.306975
